2026-07-17 12:40:01 | INFO     | test | Logger is working!
2026-07-17 13:25:05 | INFO     | speech | Recording finished.
2026-07-17 13:25:05 | INFO     | speech | record_audio took 1.81s
2026-07-17 13:25:05 | WARNING  | speech | Transcription returned empty text.
2026-07-17 13:25:05 | INFO     | speech | transcribe took 0.40s
2026-07-17 13:25:05 | INFO     | fallback | No speech detected, using fallback phrase.
2026-07-17 13:25:05 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 13:25:05 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:25:10 | INFO     | speech | Silence detected, stopping after 4.4s.
2026-07-17 13:25:10 | INFO     | speech | Recording finished.
2026-07-17 13:25:10 | INFO     | speech | record_audio took 5.00s
2026-07-17 13:25:11 | INFO     | speech | Transcription: 'Can you tell me?' (lang confidence: 1.00)
2026-07-17 13:25:11 | INFO     | speech | transcribe took 0.39s
2026-07-17 13:25:11 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Can you tell me?'
2026-07-17 13:25:12 | INFO     | llm | Ollama response: 'I'd love to help, but I'm not sure what you're asking for. Can you please give me a little more information about what's on your mind?'
2026-07-17 13:25:12 | INFO     | llm | get_response took 1.19s
2026-07-17 13:25:12 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 13:25:12 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:25:17 | INFO     | speech | Silence detected, stopping after 4.6s.
2026-07-17 13:25:17 | INFO     | speech | Recording finished.
2026-07-17 13:25:17 | INFO     | speech | record_audio took 4.97s
2026-07-17 13:25:17 | INFO     | speech | Transcription: 'I can't hear you.' (lang confidence: 1.00)
2026-07-17 13:25:17 | INFO     | speech | transcribe took 0.42s
2026-07-17 13:25:17 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'I can't hear you.'
2026-07-17 13:25:18 | INFO     | llm | Ollama response: 'It looks like we've lost contact. Can you please try to reconnect with me? I'll do my best to help if you're back in range.'
2026-07-17 13:25:18 | INFO     | llm | get_response took 0.97s
2026-07-17 13:25:18 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 13:25:18 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:25:22 | INFO     | speech | Silence detected, stopping after 3.2s.
2026-07-17 13:25:22 | INFO     | speech | Recording finished.
2026-07-17 13:25:22 | INFO     | speech | record_audio took 3.59s
2026-07-17 13:25:22 | INFO     | speech | Transcription: 'Sorry.' (lang confidence: 1.00)
2026-07-17 13:25:22 | INFO     | speech | transcribe took 0.41s
2026-07-17 13:25:22 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Sorry.'
2026-07-17 13:25:23 | INFO     | llm | Ollama response: 'No need to apologize! It's okay if you make mistakes - we can start fresh anytime you'd like. What can I help you with today?'
2026-07-17 13:25:23 | INFO     | llm | get_response took 1.14s
2026-07-17 13:25:23 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 13:25:23 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:25:25 | INFO     | speech | Silence detected, stopping after 1.5s.
2026-07-17 13:25:25 | INFO     | speech | Recording finished.
2026-07-17 13:25:25 | INFO     | speech | record_audio took 1.89s
2026-07-17 13:25:26 | INFO     | speech | Transcription: 'Okay, fuck you.' (lang confidence: 1.00)
2026-07-17 13:25:26 | INFO     | speech | transcribe took 0.41s
2026-07-17 13:25:26 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Okay, fuck you.'
2026-07-17 13:25:27 | INFO     | llm | Ollama response: 'I'm here to help, and I want you to feel comfortable talking to me. Can you tell me what's on your mind and how I can assist you?'
2026-07-17 13:25:27 | INFO     | llm | get_response took 1.07s
2026-07-17 13:25:27 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 13:25:27 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:25:29 | INFO     | speech | Silence detected, stopping after 1.6s.
2026-07-17 13:25:29 | INFO     | speech | Recording finished.
2026-07-17 13:25:29 | INFO     | speech | record_audio took 1.98s
2026-07-17 13:25:29 | INFO     | speech | Transcription: 'Bye.' (lang confidence: 1.00)
2026-07-17 13:25:29 | INFO     | speech | transcribe took 0.38s
2026-07-17 13:25:29 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 13:25:29 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 13:26:34 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 13:26:35 | INFO     | speech | Whisper model loaded.
2026-07-17 13:26:35 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 13:26:36 | INFO     | tts | Piper voice loaded.
2026-07-17 13:26:37 | INFO     | assistant | Assistant initialized.
2026-07-17 13:26:37 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:26:41 | INFO     | speech | Silence detected, stopping after 4.4s.
2026-07-17 13:26:41 | INFO     | speech | Recording finished.
2026-07-17 13:26:41 | INFO     | speech | record_audio took 4.79s
2026-07-17 13:26:42 | INFO     | speech | Transcription: 'Hello, what's 3,468-2?' (lang confidence: 1.00)
2026-07-17 13:26:42 | INFO     | speech | transcribe took 0.41s
2026-07-17 13:26:42 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, what's 3,468-2?'
2026-07-17 13:26:43 | INFO     | llm | Ollama response: 'That would be 3,466. Would you like me to help with anything else?'
2026-07-17 13:26:43 | INFO     | llm | get_response took 1.07s
2026-07-17 13:26:43 | INFO     | tts | synthesize took 0.21s
2026-07-17 13:26:49 | INFO     | tts | play_audio took 5.63s
2026-07-17 13:26:49 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:26:52 | INFO     | speech | Silence detected, stopping after 3.3s.
2026-07-17 13:26:52 | INFO     | speech | Recording finished.
2026-07-17 13:26:52 | INFO     | speech | record_audio took 3.68s
2026-07-17 13:26:53 | INFO     | speech | Transcription: 'Tell me what is going on.' (lang confidence: 1.00)
2026-07-17 13:26:53 | INFO     | speech | transcribe took 0.41s
2026-07-17 13:26:53 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Tell me what is going on.'
2026-07-17 13:26:54 | INFO     | llm | Ollama response: 'I'm happy to help you catch up. I was waiting for your input, but I don't have any specific information about what's happening in the world right now, since our conversation just started. What's on your mind?'
2026-07-17 13:26:54 | INFO     | llm | get_response took 1.38s
2026-07-17 13:26:55 | INFO     | tts | synthesize took 0.33s
2026-07-17 13:27:06 | INFO     | tts | play_audio took 11.09s
2026-07-17 13:27:06 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:27:09 | INFO     | speech | Silence detected, stopping after 2.6s.
2026-07-17 13:27:09 | INFO     | speech | Recording finished.
2026-07-17 13:27:09 | INFO     | speech | record_audio took 2.98s
2026-07-17 13:27:09 | INFO     | speech | Transcription: 'Can you tell me more about India?' (lang confidence: 1.00)
2026-07-17 13:27:09 | INFO     | speech | transcribe took 0.42s
2026-07-17 13:27:09 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Can you tell me more about India?'
2026-07-17 13:27:10 | INFO     | llm | Ollama response: 'India is a vast and vibrant country with a rich history, diverse culture, and breathtaking landscapes. It's home to over 1.3 billion people from more than 22 official languages and numerous ethnic groups.'
2026-07-17 13:27:10 | INFO     | llm | get_response took 1.32s
2026-07-17 13:27:11 | INFO     | tts | synthesize took 0.34s
2026-07-17 13:27:23 | INFO     | tts | play_audio took 12.72s
2026-07-17 13:27:23 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:27:26 | INFO     | speech | Silence detected, stopping after 2.0s.
2026-07-17 13:27:26 | INFO     | speech | Recording finished.
2026-07-17 13:27:26 | INFO     | speech | record_audio took 2.38s
2026-07-17 13:27:26 | INFO     | speech | Transcription: 'Okay, bye' (lang confidence: 1.00)
2026-07-17 13:27:26 | INFO     | speech | transcribe took 0.39s
2026-07-17 13:27:26 | INFO     | tts | synthesize took 0.07s
2026-07-17 13:27:29 | INFO     | tts | play_audio took 2.57s
2026-07-17 13:27:29 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 13:28:17 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 13:28:18 | INFO     | speech | Whisper model loaded.
2026-07-17 13:28:18 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 13:28:20 | INFO     | tts | Piper voice loaded.
2026-07-17 13:28:20 | INFO     | assistant | Assistant initialized.
2026-07-17 13:28:20 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:28:35 | WARNING  | speech | Max recording duration (15s) reached.
2026-07-17 13:28:35 | INFO     | speech | Recording finished.
2026-07-17 13:28:35 | INFO     | speech | record_audio took 15.49s
2026-07-17 13:28:36 | WARNING  | speech | Transcription returned empty text.
2026-07-17 13:28:36 | INFO     | speech | transcribe took 0.41s
2026-07-17 13:28:36 | INFO     | fallback | No speech detected, using fallback phrase.
2026-07-17 13:28:36 | INFO     | tts | synthesize took 0.14s
2026-07-17 13:28:39 | INFO     | tts | play_audio took 3.22s
2026-07-17 13:28:39 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:28:55 | WARNING  | speech | Max recording duration (15s) reached.
2026-07-17 13:28:55 | INFO     | speech | Recording finished.
2026-07-17 13:28:55 | INFO     | speech | record_audio took 15.47s
2026-07-17 13:28:58 | INFO     | speech | Transcription: 'I'll see you in the next video.' (lang confidence: 1.00)
2026-07-17 13:28:58 | INFO     | speech | transcribe took 2.99s
2026-07-17 13:28:58 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'I'll see you in the next video.'
2026-07-17 13:28:58 | INFO     | llm | Ollama response: 'It was nice chatting with you. I'll be here when you're ready to chat again!'
2026-07-17 13:28:58 | INFO     | llm | get_response took 0.89s
2026-07-17 13:28:59 | INFO     | tts | synthesize took 0.14s
2026-07-17 13:29:03 | INFO     | tts | play_audio took 4.25s
2026-07-17 13:29:03 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:29:12 | INFO     | speech | Silence detected, stopping after 8.5s.
2026-07-17 13:29:12 | INFO     | speech | Recording finished.
2026-07-17 13:29:12 | INFO     | speech | record_audio took 9.33s
2026-07-17 13:29:13 | WARNING  | speech | Transcription returned empty text.
2026-07-17 13:29:13 | INFO     | speech | transcribe took 0.50s
2026-07-17 13:29:13 | INFO     | fallback | No speech detected, using fallback phrase.
2026-07-17 13:29:13 | INFO     | tts | synthesize took 0.11s
2026-07-17 13:29:16 | INFO     | tts | play_audio took 3.54s
2026-07-17 13:29:16 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:29:20 | INFO     | speech | Silence detected, stopping after 3.1s.
2026-07-17 13:29:20 | INFO     | speech | Recording finished.
2026-07-17 13:29:20 | INFO     | speech | record_audio took 3.87s
2026-07-17 13:29:21 | INFO     | speech | Transcription: 'Good-bye.' (lang confidence: 1.00)
2026-07-17 13:29:21 | INFO     | speech | transcribe took 0.40s
2026-07-17 13:29:21 | INFO     | tts | synthesize took 0.07s
2026-07-17 13:29:23 | INFO     | tts | play_audio took 2.63s
2026-07-17 13:29:23 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 13:31:05 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 13:31:06 | INFO     | speech | Whisper model loaded.
2026-07-17 13:31:06 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 13:31:08 | INFO     | tts | Piper voice loaded.
2026-07-17 13:31:08 | INFO     | assistant | Assistant initialized.
2026-07-17 13:31:08 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:31:10 | INFO     | speech | Silence detected, stopping after 1.9s.
2026-07-17 13:31:10 | INFO     | speech | Recording finished.
2026-07-17 13:31:10 | INFO     | speech | record_audio took 2.44s
2026-07-17 13:31:11 | INFO     | speech | Transcription: 'Hello, are you dead?' (lang confidence: 1.00)
2026-07-17 13:31:11 | INFO     | speech | transcribe took 0.47s
2026-07-17 13:31:11 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, are you dead?'
2026-07-17 13:31:13 | ERROR    | llm | LLM call failed: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download
2026-07-17 13:31:13 | INFO     | llm | get_response took 2.05s
2026-07-17 13:31:13 | ERROR    | fallback | LLM returned empty/failed, using failure fallback.
2026-07-17 13:31:13 | INFO     | tts | synthesize took 0.17s
2026-07-17 13:31:17 | INFO     | tts | play_audio took 3.99s
2026-07-17 13:31:17 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:31:21 | INFO     | speech | Silence detected, stopping after 3.2s.
2026-07-17 13:31:21 | INFO     | speech | Recording finished.
2026-07-17 13:31:21 | INFO     | speech | record_audio took 4.13s
2026-07-17 13:31:22 | INFO     | speech | Transcription: 'Hello, are you there?' (lang confidence: 1.00)
2026-07-17 13:31:22 | INFO     | speech | transcribe took 0.42s
2026-07-17 13:31:22 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, are you there?'
2026-07-17 13:31:24 | ERROR    | llm | LLM call failed: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download
2026-07-17 13:31:24 | INFO     | llm | get_response took 2.04s
2026-07-17 13:31:24 | ERROR    | fallback | LLM returned empty/failed, using failure fallback.
2026-07-17 13:31:24 | INFO     | tts | synthesize took 0.11s
2026-07-17 13:31:28 | INFO     | tts | play_audio took 4.06s
2026-07-17 13:31:28 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 13:31:29 | INFO     | speech | Silence detected, stopping after 1.2s.
2026-07-17 13:31:30 | INFO     | speech | Recording finished.
2026-07-17 13:31:30 | INFO     | speech | record_audio took 1.66s
2026-07-17 13:31:30 | INFO     | speech | Transcription: 'Bye' (lang confidence: 1.00)
2026-07-17 13:31:30 | INFO     | speech | transcribe took 0.37s
2026-07-17 13:31:30 | INFO     | tts | synthesize took 0.07s
2026-07-17 13:31:32 | INFO     | tts | play_audio took 2.39s
2026-07-17 13:31:32 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 20:51:05 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 20:51:07 | INFO     | speech | Whisper model loaded.
2026-07-17 20:51:08 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 20:51:10 | INFO     | tts | Piper voice loaded.
2026-07-17 20:51:10 | INFO     | assistant | Assistant initialized.
2026-07-17 20:51:10 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:51:17 | INFO     | speech | Silence detected, stopping after 3.7s.
2026-07-17 20:51:18 | INFO     | speech | Recording finished.
2026-07-17 20:51:18 | INFO     | speech | record_audio took 7.33s
2026-07-17 20:51:19 | INFO     | speech | Transcription: 'What is 66 plus 78?' (lang confidence: 1.00)
2026-07-17 20:51:19 | INFO     | speech | transcribe took 1.32s
2026-07-17 20:51:19 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is 66 plus 78?'
2026-07-17 20:51:27 | WARNING  | fallback | get_response timed out after 8s.
2026-07-17 20:51:28 | INFO     | llm | Ollama response: 'That's an easy one! The answer is 144.'
2026-07-17 20:51:28 | INFO     | llm | get_response took 8.87s
2026-07-17 20:51:28 | WARNING  | fallback | LLM timed out, using slow-filler fallback.
2026-07-17 20:51:33 | INFO     | tts | synthesize took 5.01s
2026-07-17 20:51:36 | INFO     | tts | play_audio took 2.91s
2026-07-17 20:51:36 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:51:39 | INFO     | speech | Silence detected, stopping after 2.2s.
2026-07-17 20:51:39 | INFO     | speech | Recording finished.
2026-07-17 20:51:39 | INFO     | speech | record_audio took 3.20s
2026-07-17 20:51:41 | INFO     | speech | Transcription: 'Bitch, I love you.' (lang confidence: 1.00)
2026-07-17 20:51:41 | INFO     | speech | transcribe took 1.78s
2026-07-17 20:51:41 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Bitch, I love you.'
2026-07-17 20:51:43 | INFO     | llm | Ollama response: 'I'm here to help with any questions or concerns you have, but I want to let you know that I'm a machine, and I don't take personal feelings in the classical sense. How can I assist you today?'
2026-07-17 20:51:43 | INFO     | llm | get_response took 2.57s
2026-07-17 20:51:45 | INFO     | tts | synthesize took 1.34s
2026-07-17 20:51:55 | INFO     | tts | play_audio took 10.74s
2026-07-17 20:51:55 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:51:59 | INFO     | speech | Silence detected, stopping after 2.3s.
2026-07-17 20:51:59 | INFO     | speech | Recording finished.
2026-07-17 20:51:59 | INFO     | speech | record_audio took 3.37s
2026-07-17 20:52:00 | INFO     | speech | Transcription: 'One second, daddy' (lang confidence: 1.00)
2026-07-17 20:52:00 | INFO     | speech | transcribe took 1.21s
2026-07-17 20:52:00 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'One second, daddy'
2026-07-17 20:52:01 | INFO     | llm | Ollama response: 'It sounds like someone's trying to get your attention. Did you need something or just wanted to say hi?'
2026-07-17 20:52:01 | INFO     | llm | get_response took 1.41s
2026-07-17 20:52:03 | INFO     | tts | synthesize took 1.17s
2026-07-17 20:52:09 | INFO     | tts | play_audio took 5.97s
2026-07-17 20:52:09 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:52:12 | INFO     | speech | Silence detected, stopping after 2.9s.
2026-07-17 20:52:13 | INFO     | speech | Recording finished.
2026-07-17 20:52:13 | INFO     | speech | record_audio took 4.07s
2026-07-17 20:52:14 | INFO     | speech | Transcription: 'You like it? Yeah.' (lang confidence: 1.00)
2026-07-17 20:52:14 | INFO     | speech | transcribe took 1.76s
2026-07-17 20:52:14 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'You like it? Yeah.'
2026-07-17 20:52:17 | INFO     | llm | Ollama response: 'That's a pretty straightforward response! It sounds like you're trying to gauge my personality or opinions about something, but I'm afraid I don't have personal preferences or emotions yet. How can I help you today?'
2026-07-17 20:52:17 | INFO     | llm | get_response took 2.76s
2026-07-17 20:52:18 | INFO     | assistant | Assistant stopped via KeyboardInterrupt.
2026-07-17 20:54:28 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 20:54:29 | INFO     | speech | Whisper model loaded.
2026-07-17 20:54:30 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 20:54:31 | INFO     | tts | Piper voice loaded.
2026-07-17 20:54:32 | INFO     | assistant | Assistant initialized.
2026-07-17 20:54:32 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:54:36 | INFO     | speech | Silence detected, stopping after 4.3s.
2026-07-17 20:54:37 | INFO     | speech | Recording finished.
2026-07-17 20:54:37 | INFO     | speech | record_audio took 4.87s
2026-07-17 20:54:38 | INFO     | speech | Transcription: 'Hello, I am Solv 66 plus 78' (lang confidence: 1.00)
2026-07-17 20:54:38 | INFO     | speech | transcribe took 1.00s
2026-07-17 20:54:38 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, I am Solv 66 plus 78'
2026-07-17 20:54:39 | INFO     | llm | Ollama response: 'Let's add those numbers together. Solv 66, plus 78 is... 144.'
2026-07-17 20:54:39 | INFO     | llm | get_response took 1.30s
2026-07-17 20:54:40 | INFO     | tts | synthesize took 1.35s
2026-07-17 20:54:47 | INFO     | tts | play_audio took 6.34s
2026-07-17 20:54:47 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:54:50 | INFO     | speech | Silence detected, stopping after 3.5s.
2026-07-17 20:54:51 | INFO     | speech | Recording finished.
2026-07-17 20:54:51 | INFO     | speech | record_audio took 4.02s
2026-07-17 20:54:52 | INFO     | speech | Transcription: 'Good bye.' (lang confidence: 1.00)
2026-07-17 20:54:52 | INFO     | speech | transcribe took 1.36s
2026-07-17 20:54:53 | INFO     | tts | synthesize took 0.50s
2026-07-17 20:54:55 | INFO     | tts | play_audio took 2.83s
2026-07-17 20:54:55 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 20:56:19 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 20:56:21 | INFO     | speech | Whisper model loaded.
2026-07-17 20:56:22 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 20:56:23 | INFO     | tts | Piper voice loaded.
2026-07-17 20:56:24 | INFO     | assistant | Assistant initialized.
2026-07-17 20:56:24 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:56:31 | INFO     | speech | Silence detected, stopping after 6.1s.
2026-07-17 20:56:31 | INFO     | speech | Recording finished.
2026-07-17 20:56:31 | INFO     | speech | record_audio took 6.74s
2026-07-17 20:56:32 | INFO     | speech | Transcription: 'Hello, so I'm 66 plus 78' (lang confidence: 1.00)
2026-07-17 20:56:32 | INFO     | speech | transcribe took 1.00s
2026-07-17 20:56:32 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, so I'm 66 plus 78'
2026-07-17 20:56:34 | INFO     | llm | Ollama response: 'It sounds like you're feeling a bit under the weather, as that's an age-related combination. Would you like me to suggest anything for comfort?'
2026-07-17 20:56:34 | INFO     | llm | get_response took 2.74s
2026-07-17 20:56:36 | INFO     | tts | synthesize took 1.59s
2026-07-17 20:56:44 | INFO     | tts | play_audio took 7.93s
2026-07-17 20:56:44 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:56:51 | INFO     | speech | Silence detected, stopping after 6.0s.
2026-07-17 20:56:51 | INFO     | speech | Recording finished.
2026-07-17 20:56:51 | INFO     | speech | record_audio took 7.19s
2026-07-17 20:56:52 | INFO     | speech | Transcription: 'I am saying solve 66 plus 78.' (lang confidence: 1.00)
2026-07-17 20:56:52 | INFO     | speech | transcribe took 0.79s
2026-07-17 20:56:52 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'I am saying solve 66 plus 78.'
2026-07-17 20:56:54 | INFO     | llm | Ollama response: 'That's easy - 66 plus 78 equals 144. How can I help you with something else?'
2026-07-17 20:56:54 | INFO     | llm | get_response took 2.22s
2026-07-17 20:56:55 | INFO     | tts | synthesize took 1.27s
2026-07-17 20:57:02 | INFO     | tts | play_audio took 6.27s
2026-07-17 20:57:02 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:57:04 | INFO     | speech | Silence detected, stopping after 1.6s.
2026-07-17 20:57:04 | INFO     | speech | Recording finished.
2026-07-17 20:57:04 | INFO     | speech | record_audio took 2.22s
2026-07-17 20:57:05 | INFO     | speech | Transcription: 'Yeah, I think' (lang confidence: 1.00)
2026-07-17 20:57:05 | INFO     | speech | transcribe took 1.08s
2026-07-17 20:57:05 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Yeah, I think'
2026-07-17 20:57:07 | INFO     | llm | Ollama response: 'It sounds like you're feeling uncertain about something. Can you tell me more about what's on your mind?'
2026-07-17 20:57:07 | INFO     | llm | get_response took 2.05s
2026-07-17 20:57:08 | INFO     | tts | synthesize took 1.31s
2026-07-17 20:57:14 | INFO     | tts | play_audio took 5.60s
2026-07-17 20:57:14 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:57:18 | INFO     | speech | Silence detected, stopping after 3.9s.
2026-07-17 20:57:18 | INFO     | speech | Recording finished.
2026-07-17 20:57:18 | INFO     | speech | record_audio took 4.40s
2026-07-17 20:57:20 | INFO     | speech | Transcription: 'What is 7 square?' (lang confidence: 1.00)
2026-07-17 20:57:20 | INFO     | speech | transcribe took 1.53s
2026-07-17 20:57:20 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is 7 square?'
2026-07-17 20:57:23 | INFO     | llm | Ollama response: 'I think you meant to say "7 x"! The answer would be seven multiplied by one, so it's just 7. If you're looking for a different calculation, feel free to ask and I'll help!'
2026-07-17 20:57:23 | INFO     | llm | get_response took 2.63s
2026-07-17 20:57:24 | INFO     | tts | synthesize took 1.51s
2026-07-17 20:57:35 | INFO     | tts | play_audio took 10.84s
2026-07-17 20:57:35 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:57:38 | INFO     | speech | Silence detected, stopping after 2.9s.
2026-07-17 20:57:38 | INFO     | speech | Recording finished.
2026-07-17 20:57:38 | INFO     | speech | record_audio took 3.48s
2026-07-17 20:57:39 | INFO     | speech | Transcription: 'What is 7th square?' (lang confidence: 1.00)
2026-07-17 20:57:39 | INFO     | speech | transcribe took 0.62s
2026-07-17 20:57:39 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is 7th square?'
2026-07-17 20:57:43 | INFO     | llm | Ollama response: 'I think you might be referring to the Pythagorean theorem's "Fifth Square" or more specifically, the " Fifth power of 3 is a perfect square of a multiple of a fifth power of another number". However, I found that in some cultures, particularly Asian cultures, there's an interesting concept called the "Seventh Square". Would you like to know more about it?'
2026-07-17 20:57:43 | INFO     | llm | get_response took 3.71s
2026-07-17 20:57:45 | INFO     | tts | synthesize took 2.09s
2026-07-17 20:58:04 | INFO     | tts | play_audio took 19.70s
2026-07-17 20:58:04 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:58:07 | INFO     | speech | Silence detected, stopping after 2.1s.
2026-07-17 20:58:08 | INFO     | speech | Recording finished.
2026-07-17 20:58:08 | INFO     | speech | record_audio took 3.03s
2026-07-17 20:58:10 | INFO     | speech | Transcription: 'So, did you tell me?' (lang confidence: 1.00)
2026-07-17 20:58:10 | INFO     | speech | transcribe took 2.07s
2026-07-17 20:58:10 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'So, did you tell me?'
2026-07-17 20:58:12 | INFO     | llm | Ollama response: 'I don't think we had that conversation yet. This is the start of our chat, so let's begin fresh – what would you like to talk about?'
2026-07-17 20:58:12 | INFO     | llm | get_response took 2.46s
2026-07-17 20:58:13 | INFO     | tts | synthesize took 1.38s
2026-07-17 20:58:21 | INFO     | tts | play_audio took 7.97s
2026-07-17 20:58:21 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:58:28 | INFO     | speech | Silence detected, stopping after 5.5s.
2026-07-17 20:58:28 | INFO     | speech | Recording finished.
2026-07-17 20:58:28 | INFO     | speech | record_audio took 6.44s
2026-07-17 20:58:29 | INFO     | speech | Transcription: 'I'm sorry. I'm sorry, I'm sorry. I'm sorry, I'm sorry.' (lang confidence: 1.00)
2026-07-17 20:58:29 | INFO     | speech | transcribe took 1.23s
2026-07-17 20:58:29 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'I'm sorry. I'm sorry, I'm sorry. I'm sorry, I'm sorry.'
2026-07-17 20:58:31 | INFO     | llm | Ollama response: 'It sounds like you're really apologetic! Would you like to talk about what's on your mind and what's causing these apologies?'
2026-07-17 20:58:31 | INFO     | llm | get_response took 2.32s
2026-07-17 20:58:33 | INFO     | tts | synthesize took 1.19s
2026-07-17 20:58:39 | INFO     | tts | play_audio took 6.58s
2026-07-17 20:58:39 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 20:58:40 | INFO     | assistant | Assistant stopped via KeyboardInterrupt.
2026-07-17 21:00:04 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 21:00:06 | INFO     | speech | Whisper model loaded.
2026-07-17 21:00:07 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:00:09 | INFO     | tts | Piper voice loaded.
2026-07-17 21:00:09 | INFO     | assistant | Assistant initialized.
